location,princ,irate,cscore,result
rural,764,7.25,711,default
rural,343,7.5,618,non-default
suburban,308,7.25,708,default
suburban,850,7.25,708,default
suburban,758,7.25,652,default
suburban,561,7.25,680,default
urban,575,7.75,760,default
rural,290,8,568,default
suburban,461,7.75,611,non-default
suburban,362,7.25,600,default
urban,388,7.25,590,default
rural,1064,7.25,680,default
urban,622,7.25,675,default
urban,567,7.25,662,default
rural,996,7.25,698,default
suburban,329,7.25,631,non-default
urban,684,7.25,660,default
rural,342,7.5,565,default
rural,886,7.25,690,default
rural,846,7.25,732,default
suburban,653,7,740,default
suburban,304,6.75,649,non-default
urban,522,7.75,495,default
rural,372,7,629,non-default
urban,362,7.75,694,default
suburban,532,7,697,default
rural,662,7,665,non-default
suburban,532,7.25,695,default
urban,122,7,639,non-default
rural,852,7.25,698,default
rural,148,6.75,464,non-default
suburban,484,7.25,700,default
urban,351,8,688,default
suburban,223,8,632,default
suburban,608,7.5,655,default
suburban,600,7,668,default
urban,536,7.25,617,default
suburban,380,8,638,non-default
suburban,751,7,732,non-default
suburban,816,7.25,694,default
suburban,664,7.25,678,default
suburban,402,7.75,632,non-default
suburban,694,7.25,731,non-default
suburban,500,7,746,default
suburban,291,7.25,654,non-default
suburban,776,7.25,726,default
rural,967,7.25,683,default
suburban,368,6.5,579,non-default
suburban,307,7,580,non-default
suburban,1052,7.25,626,default
suburban,620,7.5,565,default
suburban,143,7,485,default
urban,180,6.75,550,default
rural,542,7,638,non-default
suburban,522,8.25,640,non-default
urban,508,7.25,622,non-default
suburban,238,6.75,510,default
suburban,899,7.25,648,non-default
suburban,798,7,825,non-default
urban,522,7,732,non-default
suburban,446,7.25,701,default
urban,677,7,745,default
suburban,573,7.75,736,non-default
suburban,476,7.5,595,non-default
suburban,488,7.25,716,default
suburban,905,7.25,685,default
suburban,512,7.75,558,non-default
suburban,614,7,666,non-default
suburban,534,7.5,634,non-default
rural,208,7.5,573,default
suburban,689,7.25,666,default
suburban,736,7.25,654,default
suburban,734,7,785,non-default
suburban,427,7.75,627,default
urban,273,8,703,default
urban,45,7,678,non-default
suburban,267,6.75,575,default
suburban,636,7.75,484,default
rural,447,7.25,575,non-default
suburban,438,8,670,default
suburban,527,7.25,745,default
rural,961,7.25,657,default
rural,817,6.5,590,non-default
suburban,806,7.25,704,non-default
suburban,747,7.25,740,default
suburban,387,7,751,default
urban,220,7,508,default
suburban,484,7.25,667,non-default
suburban,362,7.25,518,non-default
suburban,376,7,615,default
suburban,766,7,759,non-default
suburban,737,8,507,default
suburban,323,6.75,636,non-default
urban,474,7.25,647,default
suburban,377,7.25,726,non-default
suburban,390,7,726,non-default
suburban,896,8.25,454,default
urban,596,7.25,638,default
suburban,253,7,717,non-default
suburban,516,7.25,665,default
urban,316,7,756,non-default
rural,415,7.25,625,non-default
suburban,714,7.25,711,default
urban,495,7,682,non-default
suburban,401,7,759,non-default
suburban,198,6.75,533,default
urban,557,7.25,610,default
rural,616,6.75,656,non-default
suburban,833,6.75,691,non-default
suburban,608,7.25,690,default
rural,246,7.5,626,non-default
urban,558,7,698,default
suburban,463,7,741,default
rural,583,7.25,649,non-default
urban,242,7.25,719,default
suburban,858,7.25,681,default
urban,543,7,620,default
suburban,225,8.25,473,non-default
suburban,613,7.75,519,default
suburban,785,7.5,671,non-default
rural,236,7.25,593,non-default
urban,571,7.25,721,default
suburban,406,7.5,668,default
suburban,704,7.75,549,default
suburban,376,6.5,699,non-default
urban,294,7,618,default
suburban,808,7.25,666,default
suburban,512,7.25,690,default
suburban,75,7,539,non-default
suburban,470,7.5,651,default
rural,516,7,612,non-default
urban,423,7.25,659,default
urban,284,7,602,default
rural,1116,7.5,689,default
urban,476,7,704,default
suburban,330,7,665,non-default
rural,247,7.5,580,non-default
rural,589,6.75,642,default
urban,255,7.75,685,default
rural,1380,7.25,781,default
suburban,769,7,806,non-default
rural,1109,7.25,704,default
suburban,846,7.5,691,non-default
suburban,753,8,528,default
suburban,474,7,778,non-default
urban,604,7.25,550,default
suburban,777,7.75,604,default
suburban,703,7.75,691,default
urban,318,7,662,default
suburban,377,7,589,non-default
suburban,771,7.5,566,default
suburban,318,7.5,795,non-default
suburban,892,7,813,default
suburban,688,7,695,default
rural,388,7.25,612,non-default
suburban,800,7.5,675,default
suburban,401,7.25,652,non-default
suburban,640,7.25,670,default
suburban,796,7.25,718,default
urban,78,6.75,484,default
rural,532,7,471,default
suburban,765,7.25,723,default
urban,549,7.75,553,default
rural,384,7.25,643,non-default
rural,153,7.25,578,non-default
suburban,351,7.5,631,default
suburban,411,6.75,766,non-default
suburban,596,7.75,536,default
urban,580,7.5,581,non-default
suburban,571,7.25,656,non-default
suburban,646,7,722,non-default
suburban,404,7.25,672,non-default
suburban,558,7,737,default
urban,586,8,492,default
suburban,695,7.25,743,default
urban,519,7,774,non-default
suburban,652,7.25,664,non-default
urban,255,7.25,477,default
rural,915,7.25,780,default
suburban,859,7.5,627,default
urban,444,7.25,633,default
suburban,410,7,660,non-default
rural,1020,7.25,743,default
rural,1211,7.25,728,default
suburban,810,7.25,596,default
rural,1090,7.25,742,default
suburban,936,7.5,697,non-default
rural,1161,7.25,714,default
suburban,696,7.25,630,default
urban,301,7,646,default
urban,466,7.75,538,default
rural,1286,7.5,691,default
rural,1412,7.5,621,default
suburban,729,8,524,default
rural,358,7.25,636,non-default
suburban,854,7.25,722,non-default
rural,582,7.25,616,non-default
suburban,503,7.25,692,default
urban,501,7.75,518,default
urban,325,8,468,default
urban,654,6.75,758,non-default
suburban,798,7.25,745,non-default
rural,425,7.5,521,default
suburban,175,8.25,646,default
rural,1088,7.25,727,default
rural,387,7.75,607,default
suburban,872,7.25,662,default
suburban,676,7,726,default
urban,555,7.5,624,default
rural,535,7,562,non-default
rural,311,7.75,601,default
suburban,709,7,723,default
suburban,768,7,657,non-default
urban,201,8,719,default
suburban,632,7.25,733,default
suburban,119,7.25,652,non-default
urban,618,7,730,default
suburban,513,7,711,non-default
urban,232,7,718,default
suburban,488,8.25,584,non-default
urban,302,7.5,695,default
suburban,832,7.25,655,default
urban,386,7.75,556,default
urban,299,7,698,default
urban,510,7.5,544,default
suburban,889,7.25,687,non-default
suburban,725,7,739,default
urban,506,7.5,570,default
urban,498,7.75,716,default
suburban,698,6.75,669,non-default
suburban,396,7.25,701,default
urban,573,7.5,542,default
rural,883,7.5,665,default
rural,922,7.25,713,default
rural,980,7.25,712,default
suburban,411,7.5,670,default
suburban,392,7.25,597,default
rural,480,7.25,633,non-default
suburban,828,7.25,700,default
suburban,893,7.5,640,default
suburban,505,7,733,default
rural,566,7,615,non-default
urban,451,8,442,default
urban,409,6.75,752,default
suburban,816,7.5,691,default
rural,835,6.5,684,non-default
urban,568,7.25,708,default
suburban,556,7,697,non-default
rural,486,7,605,non-default
urban,574,7.25,661,default
suburban,259,6.5,620,non-default
urban,495,7.5,569,default
rural,266,7.5,583,non-default
rural,897,7.25,720,default
suburban,579,7.25,708,default
urban,559,7.5,640,non-default
urban,270,8.25,697,default
urban,455,7.75,405,default
suburban,452,7.75,498,default
rural,431,7.25,468,non-default
suburban,290,7.5,641,non-default
rural,210,7.25,765,default
rural,1332,7.5,720,default
suburban,785,7.25,665,default
rural,227,7.5,602,non-default
suburban,536,7.5,707,non-default
rural,496,7.25,692,non-default
rural,1007,7.25,728,default
rural,395,7,604,non-default
suburban,480,7,684,default
suburban,334,6.75,624,default
rural,282,7.75,608,default
suburban,297,6.75,622,default
suburban,786,7.25,686,default
suburban,710,7.5,613,default
urban,33,7,765,default
suburban,1032,7.25,700,default
urban,262,7.25,606,default
rural,809,7.25,710,default
rural,342,6.75,653,non-default
urban,127,7.25,546,default
suburban,199,6.5,461,default
urban,543,7.25,661,default
rural,532,7,642,non-default
urban,374,7,701,default
suburban,404,6.5,721,non-default
urban,257,7,669,default
urban,360,7,722,default
rural,295,7.5,578,non-default
urban,247,7.5,537,non-default
urban,369,7,681,default
suburban,441,7.5,703,default
suburban,573,7,709,non-default
suburban,471,7.75,634,default
urban,230,7.25,707,non-default
suburban,788,7.75,553,default
suburban,416,7.25,646,default
suburban,430,7.5,673,default
suburban,378,7.75,674,default
suburban,360,7,610,non-default
suburban,879,7.25,666,default
suburban,809,7.25,731,default
suburban,599,7.5,680,default
suburban,360,6.5,765,non-default
rural,643,7.25,395,default
suburban,465,7.25,695,default
suburban,513,7.25,704,non-default
urban,256,7,698,non-default
rural,619,7.25,626,non-default
rural,371,7.25,619,non-default
suburban,568,7,715,default
suburban,483,7,696,default
rural,558,6.75,610,non-default
urban,342,7.25,624,default
suburban,378,6.75,622,non-default
suburban,870,7.75,561,default
suburban,492,7,731,default
suburban,784,7,701,default
suburban,709,7.5,618,non-default
suburban,251,8,648,default
suburban,625,7.25,734,default
rural,1022,7.25,713,default
suburban,369,7.25,693,default
urban,460,7,682,default
suburban,386,7.75,642,default
rural,299,7.5,635,non-default
rural,750,6.25,611,non-default
suburban,729,7.25,687,non-default
suburban,800,8,618,default
rural,488,7.25,636,non-default
suburban,201,6.5,629,non-default
urban,717,7.5,579,non-default
suburban,329,7,616,default
rural,80,8.5,538,default
suburban,216,7,570,default
urban,570,7,689,default
rural,433,7.25,618,default
suburban,663,7.25,661,non-default
urban,564,7,714,non-default
suburban,573,7.5,568,default
suburban,934,7.25,694,default
suburban,775,7.5,678,non-default
rural,1316,7.25,676,default
urban,527,7.5,515,default
urban,627,7.25,700,non-default
suburban,866,7.25,671,default
suburban,590,7.25,741,default
urban,433,7,709,default
urban,639,6.75,741,non-default
suburban,301,6.5,512,non-default
urban,499,7.25,617,default
rural,381,7.25,839,default
rural,95,7.75,593,default
suburban,833,7.25,624,default
urban,555,7.5,565,default
suburban,873,7.25,736,non-default
suburban,480,7,731,default
urban,224,7.75,703,default
suburban,813,6.75,722,non-default
suburban,688,7.5,719,non-default
suburban,607,7,723,default
rural,637,7,630,non-default
suburban,473,7.25,650,non-default
urban,284,7.5,550,non-default
rural,1079,7.25,713,default
suburban,1003,7.25,709,default
suburban,430,7.75,649,default
suburban,618,7.25,711,non-default
rural,865,7.25,757,default
suburban,744,7.5,621,default
suburban,772,6.75,723,non-default
urban,614,7.25,719,default
suburban,982,8,539,default
urban,806,7.25,790,default
suburban,420,7.25,590,non-default
rural,1057,7.25,646,default
urban,259,7,743,default
rural,1200,7.25,714,default
rural,393,7.5,617,default
urban,670,7.25,637,default
urban,386,7.5,544,default
urban,585,7,733,non-default
suburban,593,7.25,675,default
urban,220,7.5,552,non-default
urban,163,7,686,non-default
suburban,395,7.5,504,default
rural,919,7.25,794,default
urban,646,7.25,729,default
rural,1065,7.25,769,default
urban,405,7.25,663,default
suburban,361,7.5,642,default
urban,444,7,625,default
suburban,519,7,770,default
rural,645,7,618,non-default
urban,585,7.25,667,non-default
suburban,639,7.25,722,default
suburban,348,7,777,default
rural,900,7.5,713,default
suburban,747,7.25,709,default
suburban,582,7.25,658,default
rural,597,7.25,819,non-default
suburban,621,7.25,742,default
suburban,489,7.25,640,non-default
suburban,700,7.25,687,default
suburban,414,7.75,623,default
suburban,245,7,502,default
rural,647,7,612,non-default
urban,778,7.75,581,default
rural,675,6.25,693,non-default
urban,355,7.25,518,default
suburban,323,7,530,default
suburban,315,6.75,472,default
suburban,398,8,511,default
urban,663,7.25,700,default
urban,435,7.75,455,default
urban,299,7.75,553,default
suburban,535,6.75,661,non-default
suburban,600,7.25,666,non-default
suburban,575,7.25,674,default
urban,532,7,680,default
suburban,669,7,732,default
suburban,132,6.25,667,non-default
suburban,391,7.5,617,non-default
suburban,765,7,764,default
urban,862,7.25,631,default
suburban,501,7,765,default
suburban,348,7.25,675,default
suburban,269,6.75,697,non-default
suburban,628,7.25,662,default
rural,376,7.25,576,non-default
urban,219,6.75,702,default
suburban,240,6.5,746,non-default
suburban,131,7.25,742,non-default
suburban,661,7.25,597,default
suburban,471,7.75,725,non-default
urban,352,7.75,702,default
suburban,276,6.75,615,non-default
suburban,728,7.25,710,default
suburban,913,6.75,710,non-default
urban,721,7.25,707,non-default
urban,596,7.25,646,non-default
suburban,682,7.75,606,default
suburban,950,7.25,651,default
rural,583,7,622,non-default
urban,561,7.25,753,non-default
urban,442,7.25,589,default
suburban,667,7.25,611,non-default
rural,172,8,604,default
rural,476,7,619,non-default
suburban,895,7.25,663,default
urban,365,7.5,505,default
suburban,452,7.5,672,default
suburban,698,7.25,688,default
suburban,643,7.25,725,default
suburban,362,7.5,663,default
urban,571,7.5,553,default
urban,673,7.25,600,default
urban,376,7,767,default
suburban,661,7.25,702,default
rural,399,7.75,624,default
rural,321,8,603,default
suburban,687,7.5,634,non-default
suburban,217,7.75,656,default
rural,988,6.75,604,non-default
rural,1251,7.25,751,default
rural,1496,7.25,746,default
urban,598,7.75,569,default
suburban,300,7,628,default
suburban,789,7,742,default
urban,579,7.25,549,default
rural,417,7.5,623,non-default
suburban,832,7.25,658,default
suburban,416,7.5,767,default
rural,321,8,608,default
urban,508,7.5,589,default
rural,1188,7.25,672,default
rural,632,7.75,627,default
rural,923,7.25,719,default
urban,315,7.75,637,default
suburban,322,7,550,default
suburban,268,6.5,599,default
rural,579,7,579,non-default
suburban,663,7.25,678,default
